text,label,review_date
This was the worst Kung Pao I've ever had. Only a couple pieces of super dry over cooked chicken with 1000 green onions (even the bottoms) and bamboo shoots with absolutely zero spice. How this is Kung Pao is beyond me.... Also ordered sweet and sour chicken which was fine but it comes with sauce already on it. My son wouldn't touch it. Wish it said this on the menu.,negative,2022-01-18
"I ordered from here on Sunday, they charged my credit card but the juicery was closed when I arrived. I left a voicemail and never heard back now am disputing the charge with my credit card because I was not refunded. Very disappointing please double check their hours before you place an order!",negative,2022-01-12
"Went here with my friends for restaurant week, I got the caprese tasting, tagliatelle alla panna, and the Valentino gelato. The gelato was amazing and creamy, would definitely recommend going here for a scoop at least once. 

Outside of that though, food was good but the portion sizes are small. Definitely not worth the money outside of the $25 three course meal you get during restaurant week, and even then the gelato really carries it. I also wasn't impressed with the service, our server took a very long time to check in on us, to the point that we were there for 2 hours and not out of choice. 

Overall, I would absolutely come back for the gelato but I would not want to come back for a meal. Service needs to be way faster, and I didn't feel very taken care of.",negative,2022-01-18
"Restaurant Week review-

Awesome service on this busy, Wednesday night. When we arrived for our 8:00PM reservation, the host informed us that it will be a 10-15 minute wait. We were able to go upstairs to the bar and enjoy an aperol spritz. Once we got seated, we chose our 4 courses! My husband and I picked different items off the menu, so that we could share - highly recommend! For our first course, we shared the meat and cheese platters. When we combined the two, it was like you had a very fancy, complete charcuterie board. My favorite, to my surprise, was the bologna! For our second course, we chose the arancini and the meatballs. The meatballs were something to write home about... authentic, moist, delicious! The sauce on both were very flavorful. For our third course, we shared the gnocchi and pappardelle. The gnocchi had a square of gelato that gave the gnocchi a slightly sweet, and cold burst to the mushroom sauce. If I had to choose, the pappardelle would be ordered again. And for our last course, gelato! How could you not? Get the stracciatella... you will not be disappointed! Thanks for a great evening.",positive,2022-01-14
"Quick service, affordable prices, love shopping with local cafes! Will be back soon!!",positive,2022-01-10
Top tier chocolate milkshake. Just overpriced compared to Bo's. Fun neighborhood spot.,positive,2022-01-15
"Just came home from work and stopped to pick up 4 McDoubles  (at about 1:30am) priced at $1.39 each.  I was charged $9.37.  They had no change  (imagine that) available for the $10 total that I gave the young lady.  I asked if the price had gone up, she said yes.  Knowing otherwise I chose not to belabor the point and figured that if she needed the +$3 bad enough to lie and steal for it - She can have it.  Watch out Everyone!.  I'll never patronize that particular restaurant again.  I might as well be held up!",negative,2022-01-10
"WARNING to potencial visitors!
I do not like to write my  bad experiance, but this was over the top unprofesional service  I have had lately.
It was not first visit to this hotel, so I been extreamly dissapointed how NOONE ( staff) care about guests.
Jan 1 we arrived after we booked room with extra bed, because they advice us to do that while making reservation.We got air bad which was broken, 3 times over the night we asked for that solution, plus for pillow, sheets, blanket... did not work out because staff -guy has problem to understand any english words ( finally with sign language we explain him the different problemos)... long storry to final...- bed collapsed, noone responded, we lost any sleep at all, and finale come when we check out- after we told over and over what happend, lady ( without mask) did not charge us extra bed... Hallelujah - thanks for treat!!
The magic dissapeared... Also when we entered to reno room where you can not have any privace in the bathroom without door, with plastic outdoor shades inside (not protect lights from courtyard all nights) two towels for 3 people etc etc..list is not short...

Yes, it is still great location, cute hidden place with funky ideas, but the BASIC didn't work...
I'll try to understand their business policy without contacting any kind of inspection....",negative,2022-01-10
"As you could guess from the name, Yolk serves breakfast food. REALLY good breakfast food. I normally get the corned beef with eggs sunny side up and a side red velvet stuffed French toast. The French toast is stuff with a sweet cream cheese type of icing. Today I tried the salmon scrambled eggs with cream cheese and capers. To die for! I think I'll get extra cream cheese next time though. Their strawberry orange juice is very good too. It's fresh squeezed and made to order.",positive,2022-01-16
"Seems like a cool concept. Donuts were good, but the service was terrible. Rude and unhelpful... Bar top was dirty and actually most of the tables were dirty too.  Would probably not come back.",negative,2022-01-09
"If you have ever done a candle making experience before this place will be a HUGE disappointment. 

From the rude staff to the inaccurate website description this was all around a pretty disappointing experience. 

From the time we walked in the staff looked like we were bothering them patronizing the business. After getting checked in we were lead to a table and then just left there to figure it out. When trying to ask questions the staff literally just ignored us and walked away. This happened multiple times by different staff members who when I tried to speak to them literally walked away and disappeared in the back. The place wasn't even busy. The tables were more than half empty. 

We brought wine but were never offered any cups. No water. No one was even working the ""coffee bar"". 

At the table there are paper instructions on how to make your candle and you are pretty much just left to figure everything out yourself. 

Online they say they have 40 different fragrances. That's a huge lie. There were maybe a dozen to choose from unless they were hidden elsewhere but none of the staff let me ask any questions. There were a good amount of vessels to choose from but if I'm making a candle I'm a bit more interested in the scent than the container so that wasn't super impressive. 

Once you figure out what you need to do the process literally takes like 10 mins and at the end is the only time the staff will interact with you as they immediately take your supplies and try and rush you out. 

Also you don't get to leave with your candle. It takes 3 hours to cool and you have to come back later to get it which is inconvenient. 

There's better candle making and BYOB experiences in Philly. Don't waste your money here.",negative,2022-01-17
"Staff is rude, my order is always wrong, and I've attached a picture of the ""powdered"" donuts (they've been like this the last three times). Multiple complaints to managers and corporate with no improvement. 

Go a little farther down the street to the donut shop on Soeedway/Kolb for good quality donuts and friendly staff.",negative,2022-01-19
0 stars my wife and I went to the park center location for breakfast this morning. We waited patiently for an hour while our server kept making excuses about how the kitchen had a bunch of to go orders and our food would be right out. We noticed people getting there food that ordered after us. The server then came and told us the kitchen had lost our ticket and asked to take our order again. At that point we just got up and left. I've never experienced anything like that and cannot believe this place does so much business. In my opinion this is a prime example of where things are headed if you can find people to show up they are absolute idiots. My wife and I are owners of two business and are completely disgusted with how we were treated.,negative,2022-01-09
"The worst McDonalds I have ever been to. There are regularly groups of gang members hanging out inside and negotiating drug deals (even though it is ""closed"" for eat in). The employees have bad attitudes and always get orders wrong. The place has trash strewn on the floor. A discredit to the franchise.",negative,2022-01-17
"overpriced, paid $7 for small coffee that tasted GRAINY and UNTASTEFUL. as quoted by my friend ""i would rather drink black coffee with boogers."" my other friend got a caramel iced latte, a basic right!? you think that ANY coffee shop could master this....but no! such a disappointment. the ice cubes & aesthetic were the only good things.",negative,2022-01-17
"The service was horrible even for covid standards. When you walk in you may confuse the ""togo"" line for people waiting to be seated.

The people working upfront completely ignore you without any attempt of greeting or clarification of instructions.

I had to initiate everything myself and ask if I'm waiting to be seated or not.

I had to walk to the cashier and request my bill since my server was no where to be found.

I'm not asking for red carpet treatment I just want water refills and my bill.

This would be a 1 star but the food was decent and not over priced. However I wish I had gone elsewhere.",negative,2022-01-10
"Just wanted to say that the staff always seems understaffed (everyone is right now), but they always remain helpful and polite. Wait times can be long, but it looks like they're trying and I appreciate that!",positive,2022-01-18
It's was my first time having dinner with friend at Mews.The cucur udang and spaghetti masak aglio e olio is so delicious.The caramelised banana fritters paired with ice cream is yummy too..Most of the staff there are polite and friendly especially Mr AJ..Surely will be back again!,positive,2022-02-07
"I sometimes door dash in my spare time and I went to this location before to pick up some food the drive thru line was super long so I parked and walked in the store (the lobby door was unlocked) soon as I walk in I'm bombarded with question ""what you doin in here?"" ""How you get in here"" ""you know the lobby closed huh"" I answer, I'm picking up a order for doordash, the door was unlocked, no I didn't know the lobby was closed cause the door is unlocked"" once I get through the McDonald's interrogation I ask the lady who's talking to me if she can hand me the food because it's sitting right there on the counter and she started to hand it to me then all of a sudden the manager comes all the way from the office to snatch the bag out of my hand and tells me I need to go through the drive thru. But sir... I've already touched the food so whatever it is you're trying to do to abide by safety protocols is already out the window. Long story short instead of arguing with this man I go back outside get in the drive thru line and wait a extra 15 minutes to pick up a order that was already in my hands. I avoid this McDonald's as much as I can. Since I've been in New Orleans the last five years this is hands down the rudest McDonald's out here.",negative,2022-01-17
"A smoothie is a smoothie for the most part, yes? With that being said, this review has nothing to do with the taste and/or quality of my fruity elixir. It does, however, have everything to do with the charming young lady that works there. I have to believe that she is actually going out of her way to be rude! From the time I had to peer my head around the corner to see if anyone was working there, to the time she literally threw a straw at me. Her commitment to nastiness was unflappable. 
Here's where I may lose a few of you... I found myself thinking about little miss sunshine for the better part of the day. I couldn't help thinking that I just caught her at a bad time. Like maybe she had just been told a beloved cat died or something? So the next day I put on my most chipper attitude and I found myself standing in front of the again abandoned kiosk. After craning my neck into the back room, out came my favorite employee with all the zeal of a wet napkin. We'll, how did it go this day? Let's just say, my over-the-top cheerfulness was met with such disdain it made me long for the viper who made my smoothie the previous day. Yikes! As I walked away I couldn't help thinking how lucky we are that she doesn't work at the ear piercing kiosk.",negative,2022-01-14
"We tried Yummy House for the 1st time last night. We went there based on several good reviews. We ordered at the restaurant.  My husband ordered the Szechuan Shrimp and I ordered the Yummy Chicken Ramen and added Shrimp Dumplings. (This was based on another good review and I wanted to try something new . I usually get Sweet and Sour something) We also got an order of Crab Rangoon. Based on the reviews they said a 15 minute wait. We waited over 45 minutes.  People who came in after of us got their orders ahead of us.  When we got home with our order, it was not right. It appeared mine was sweet and sour chicken. There was no Ramen, no Shrimp Dumplings.  My husband said his did not taste right. He threw it out. In looking at the menu he apparently got Shrimp and Broccoli and not what he ordered either. The total cost of that was over $35. 
We will not go back.",negative,2022-01-15
"Not only is the coffee and food amazing here, so is the staff! They go above and beyond for their customers. The atmosphere is very laid back and inclusive. All are welcome here and made to feel important.",positive,2022-01-15
"This location has steadily gone from bad to worse. When I got there, the drive-thru was 3 cars deep at the oder board even though the drive-thru lane itself was empty. So, I decided to go inside the restaurant; the lobby was empty save for one person waiting for his order.  I placed my order: 2 Quarter-pounders, 3 apple pies, a 6-pcs nugget, 1 large french fries and a Strawberry-Banana smoothie. I knew I was going to wait a few minutes but more than half an hour later and after everyone who'd come in after me had already left. I finally asked about my order. It was hastily put together. I had let the lady know I was missing the smoothie (but not her fault, she just started her shift and was the only person expediting orders). The ""manager"" was hanging around in the parking lot. After I arrived home with my order, I realized they also missed giving me my nuggets and the food was lukewarm, almost cold. NEVER AGAIN! I'm not wasting my hard-earned money ever again at a McDonald's.",negative,2022-01-13
Please stay away from this Dunkin  Very unsanitary Manager Mina Beshara is a fucking low life  Scumbag that's all about the money  Instead of the health and wellbeing of his employees,negative,2022-01-09
"I work from home and am always on the hunt for a good wfh spot for when I need to get out of the house. This spot was recommended by a friend in the area.

My favorite part of the coffee shop was that they had a lot of good seating options and reliable wifi, which made it a great spot to camp out and get some work done during the day. 

One thing I'd note was that the upstairs section was VERY cold when I went (like I was wearing a full winter coat inside cold). I'm not sure if they just didn't have the heat on or what was going on, but something that did detract from the experience, unfortunately. The upstairs seating area was also closed at 3pm, so that is another note to keep in mind.

The latte was good (a little pricey, but I guess most coffee shops are these days) but didn't stay warm for very long. Id recommend requesting them to steam the milk to be extra hot.

Will be back, maybe on a warmer day next time!",positive,2022-01-14
"10:40PM on a Friday and denied service due to ""staff shortage""... poor management, period. Sad excuse for a company after speaking with corporate and them basically saying ""there's nothing we can do."" Uhhh hire people?? Maybe that location can't retain employees due to such poor management, get it together. I'm sure it's not their fault but if other convenience stores function fine with 2 employees I will just take my business there honestly just close that location down if you can't ""staff it"" properly. Avoid this location at all costs other reviews are not wrong!",negative,2022-01-15
I ordered the Oreo milkshake and it disgusting!! The shake was not thick at all. You could literally pour it like water. The quality of the items they serve have really gone down hill. Do yourself a favor and purchase your treat somewhere else,negative,2022-01-15
"Saw this on list of top restaurants to eat at. Coming from Texas .... Definitely would not recommend. Service was not good, gravy was cold and not well mixed. Waitress brought our food to the wrong table let the people touch it then tried to bring it directly to our table. Not sure what to say besides. Don't eat here",negative,2022-01-15
"I am not a coffee afficianado, but the customer service is great.  We received a 6-month subscription for Christmas and although we don't drink that much caffeinated coffee we called and asked to make some changes.  The owner answered and was extremely accommodating.  To us, that is more valuable than product.... rlw Sacramento",positive,2022-01-19
Corporate businesses running on laws made by headquarters closed their dining room again.  Such a huge footprint for drive thur business. Out of stock and poor service is what you find here.,negative,2022-01-11
The smoothie was super super sweet and very powdery not to mention it was way overpriced,negative,2022-01-09
Worst McDonald's ever. Every time we get stuff from here it's either messed up or they forget stuff. This trip they almost didn't even give us all our food. My husband had to tell them they forgot our food. Didn't even give the toys they're supposed to be giving. We got Pokémon stuff. We were expecting Sing 2 or Encanto toys.  My daughter's cheeseburger in her happy meal had onions on it. Never once in all the times we've gotten a cheeseburger happy meal has there been onions on the burgers. And they didn't even give us her juice with her happy meal. Seriously if I could give 0 stars I would!!,negative,2022-01-17
First they left food out of the drive thru order and had an attitude when I went in to get it. I got home and they put a small soda cup in a large cup instead of filling the large cup.,negative,2022-01-17
"I had Bariatric sleeve surgery several months ago , so when I do go out to eat and sit down , I only finish a portion of the meal....but we were driving by and  my wife made a comment about this restaurant and I had heard good things so I decided to splurge .......I was disappointed ....... My wife wanted a BASKET of hush puppies ( would have been nice if the option to SKIP the cole slaw and substitute for a hush puppy) But to her disappointment it had pieces of CORN in them....we sent those back....she ordered the fried oyster basket and I ( pampering myself) ordered the BLACKENED MAHI MAHI.....again I was disappointed ...... when the order arrived , rather than a FILLET, I received ""strips"" .......they were not the thick , tender fillet of perfect white meat mahi, they were STRIPS...( my PERSONAL opinion, is twofold, FIRST ,if I were to go back in the kitchen and ask to watch the meal cooked , there would be a 10lb bag that said SYSCO /US FOODS mahe mahe strips , SECOND , I really wish someone would check because I THOROUGHLY doubt that was actual MAHI MAHI .............""In my personal opinion ""    First time there.......LAST time there !",negative,2022-01-14
"Ordered through Uber Eats.  Food was 45 minutes late, because the restaurant had trouble with the order.  What arrived was mostly inedible.  Part of the order was wrong.  Avocado was black, bacon was either burnt or raw, eggs were rubbery.  

It's bad enough that you can't ask for a meal without bread (for those of us who must eat gluten free), but what does arrive isn't worth the time and money.",negative,2022-01-12
Their food was edible at best. Literally the banh was so crispy it was nearly burnt. The meat and veggies inside you can't taste anything I just tasted bread. The portions were terrible and a lot smaller than banh mi I was used to. It was really overpriced too and I would never come back again,negative,2022-01-16
This was my second attempt to enjoy this spot. Their hours claim they are open till 2 but they won't seat you after 1pm. Just skip this headache and continue down the street to get better service.,negative,2022-01-12
This specific location is just horrible with everything they all have attitudes and don't make the smoothies right or know how to fully cook meat. Miss girl me and my smoothie with no gloves on,negative,2022-01-17
"My husband and I were craving some after meal dessert and thought of trying this shop in Ardmore's Suburban Square. We reached the store pretty close to their closing time. They did seem to have most of the stuff in their showcase and we ordered 3 small cakes for $8.50 a piece. We ordered chocolate chip cheesecake (award winning tag was placed on this cake), strawberry shortcake, Triple chocolate cake with fudge icing. All  three cakes were horrible in taste. The cheesecake had gotten rotten sour taste, felt like it has been kept like this for days now. The chocolate cake was very hard to bite in and almost felt frozen. The cream of strawberry shortcake had also gone bad. Overall had a horrible experience with their cakes. Will not be trying this bakery again.",negative,2022-01-09
Sells to underage kids. Gets them hooked on nicotine and encourages drunk driving. The owner Jason is a creep and posts pictures on his Instagram with underage girls after he flirts with them and sells them alchohol. Grown men acting like kids. Take your business elsewhere,negative,2022-01-11
Had to wait 45 minutes for a cappuccino. The staff  were sweet but to wait that long for coffee is ridiculous,negative,2022-01-12
There's something magical about this place. I love the stained glass panels they use to open the windows to let fresh air in. I ended up working for several hours. The girl that made my tea was so friendly and personable. Just very peaceful and a great place to study or work.,positive,2022-01-13
"I specifically asked the person at the register if the lavender latte has coffee, and she said yes. It didn't. We ordered 3 drinks: lavender latte, oat milk vanilla latte, and oat chai latte, and all of them were bad. The lavender latte tasted like steamed milk with lavender essential oil. You could barely taste the espresso in the vanilla latte, and I don't even know what was wrong with the chai. It tasted so unlike any chai I've ever had in my life. It was just undrinkable. At $5 a cup, we literally threw them away and went to another coffee shop.",negative,2022-01-17
"Came here for a friend's birthday brunch. Inside was clean and nice but the not the typical ""cute"" kind of brunch setting if that's what you're looking for. Looks a bit like a cafeteria inside. Make sure you come ready to wait - I came with a party of 7 and was waiting for almost an hour.

I ordered the chicken and waffles Benedict. The potatoes were the best part - skin was crispy and the veggies mixed in were refreshing. Waffle was a dry.

I also tried the red velvet pancakes, which tasted more like cake than pancakes but were still quite good. I would definitely recommend you order the pancakes for the table though because it's way too big for 2, maybe even 3 people to finish.",negative,2022-01-10
"ive been to this mcdonalds multiple times and this last time was the final straw. one time they forgot multiple items and then proceeded to tell me that i was incorrect. then never giving me my receipt they had to double check it on their end, which infact they were incorrect. today i ordered a large meal and they gave me a medium, but the girl in the window never gave me a receipt. i shouldnt have to ask for it everyrtime! and they should not be getting some little item messed up EVERYTIME i order. i also got rootbeer but they gave me a sweet tea. i would stay away from this mcdonalds and just go down the road to burger king, arbys, or the chickfila",negative,2022-01-14
"Rudest customer service ever ""unbelievable"". I was visiting from NYC and unfortunately visiting this coffee shop was the first thing I did in Philly which really ruined my day. You will feel uncomfortable, not welcomed, and disrespected. One of the staff tone was very harsh and condescending. I will NEVER EVER recommend this place to anyone, and I have an advice to the owner to work more on customer service and to choose the right people.",negative,2022-01-09
"Hard pass. One of those businesses where you feel embarrassed for the people running it.  They weren't familiar with their own menu--serving sizes, prices, ingredients. Quite an awkward experience. So many places to dine in NOLA, find one of those instead.",negative,2022-01-09
"So I saw mammoth on Instagram and it look totally photo worthy so I went had a coffee and was eyeing the super cute yellow sofa in there but there was a large group already seated with the tables and chairs pushed together. I was excited when they were finishing up. Once they got up they put the tables and chairs back in it's place. 

I proceeded to move the table and chair over literally an inch yall and the snooty girl I'm assuming that is in other reviews says...Excuse me you aren't allowed to move our furniture. 

I think I have a really good idea on why I was told something vs the other customers. Needless to say I won't be returning.",negative,2022-01-16
"I arrived at this store at 10:30 pm and waited for 1 hour. Also, The staff is so rude and the management system is not complete. They lost my online order but didn't go back to check. The food is as bad as the staff. Even though I waited for an hour, you can't get the satisfying food. Don't waste money in this store. Finally, Do not come this store!!!!",negative,2022-01-10
The worse Starbucks in the area. You'll wait over 20 minutes just for your food to get heated up with 7 people working and basically no one in the store. And 9/10 times they won't make your drink correctly. The staff always seems lost and confused. Very unorganized and hectic. Spent money here for breakfast and walked out with nothing because I didn't have 30 minutes to spend inside a Starbucks.,negative,2022-01-14
This restaurant is a quintessential type of a failed fine dining concept restaurant. You can see how unsystematic their ordering system is. People would sit for so long to have their order taken before waiting for another longer time to wait for their food to be served. All the staff seems busy to the extent that they forget to give a good and friendly customer service. You don’t feel the warmth welcome from any of the staff instead you feel their cold and hay wire working etiquette.,negative,2022-02-01
"Overwhelmed. Always out of something. The other location in Hendersonville is far superior, don't waste your time!",negative,2022-01-11
"Please avoid this location if possible. They ignored customers for 10 minutes that wanted to place an order. The line was 4 people long. They did not acknowledge anyone. No ""we will be right with you"" or ""sorry for your wait."" NOTHING. I'm not sure who is the manager at this location but they are not training their staff properly. Very unprofessional.",negative,2022-01-12
"Idk why but this place is so cute. The interior is really nice, not much seating due to the pandemic, which is totally respectable. The menu is really small, so it's perfect for indecisive people like me. I would definitely come back again. I ordered #2 which is the boba drink with the jelly. Super good, would recommend to order the drinks with less ice to get more milk tea lol",positive,2022-01-14
service SUCKED. had appetizers took forever to get.  never came back to take order. . left.,negative,2022-01-09
"Sat in front of the screen for about 10 min, mind you there's nobody in line except one person behind me. Every worker here is rude and hella inconsiderate. If y'all hate your job that much don't come to work lol sorry asses",negative,2022-01-15
"Such amazing espresso drinks. The Speculoos is my new go-to drink. Their baked goods are amazing. I'm from the New York area, and their bagels are sooo good. Perfect consistency. And the croissants are sublime. My new go-to coffee place (just wish they had indoor seating for working and/or more comfortable outdoor seating.

One criticism is the cheese thief use on the bagels--tastes like Kraft ""cheese,"" which I wouldn't expect from such an upscale coffee joint.",positive,2022-01-12
"A little off the beaten path down in queen village, but what a gem. Awesome indoor decor with a great bar that looks splendid to sit at on a cold night. Cocktails, apps, and entrees were all great.",positive,2022-01-11
"This McDonald's is easily the worst location in the greater St. Louis area. I only go here because it's less than 3 minutes away from home and my picky kids love their scrambled eggs.
They always require us to repeat our order multiple times. Despite that, more often than not, there is a mistake (wrong drink, missing item, etc.).
And worst of all is the attitude of the employees. They are consistently rude, blaming customers for their mistakes, scolding people for not waiting longer at a vacant window, or simply having a ""please go away"" demeanor.
Additionally, calls to feedback number posted (314-270-4901) seem to fall on deaf ears as nothing has changed over the last 3 years. And given how long this has been an issue, this is clearly not a consequence of the pandemic.",negative,2022-01-09
"A fairly simple place and menu. I found the staff to be a bit rude and preoccupied, when though there were no other customers requiring assistance. My drink was not great. I ordered a chai latte, it was way too sweet and not even that hot.",negative,2022-01-11
"This is the worse Starbucks I've ever had. I don't understand the amount of traffic because, the quality is horrible. I have giving them multiple tries from cold frappes, to hot  coffees. I've also tried them years later and still they're horrible. I don't recommend this Starbucks at all. Travel a little further to another location. Save yourself the expensive disappointment.",negative,2022-01-09
They get my order wrong 90% of the time and they always seem grouchy and irritated that your making them work,negative,2022-01-09
Inside of reading terminal there's this amazing gem! Old city coffee must be the best coffee I've ever had. I had a ice mochachino with caramel and my fiance had a hot chocolate with whipped cream. Both were delicious! I'm a heavy coffee shop coffee drinker so I have been exposed to different coffees in my years. My fiances hot chocolate was very thick and creamy and very chocolaty! Hopefully if I'm ever back in Philly I'll be sure to stop by!,positive,2022-01-19
"Don't go to this Starbucks. Pregnant with my third kid and barely sleeping with bad pregnancy brain. I stopped by the Starbucks while walking my dogs because my daughter was hungry. I went inside to get her a snack. Being human and a tired, sleep deprived mom I accidentally walked off without my dogs. Realizing this shortly after, I called Starbucks in a panic & about in tears and told them I was not far away and was literally sprinting back to the store.  I asked if they could make sure no one steals them or anything. They said okay I see them and sure. WELL After this they called animal control and the sheriffs department on me. The sheriff told me after seeing my dogs she realized this wasn't really an appropriate call & that I was obviously a sleep deprived mom. She said she could tell I felt terrible and that my dogs were extremely well behaved and well cared for. She then told me to leave before animal control got there. Luckily, the sheriff was so understanding and kind. I will never return to this location. In the past they have done annoying things like mess up my drinks etc but I understand that mistakes happen and have never gotten upset. Now, I'm MAD. Support a local coffee shop instead. I am so easy to please this is my FIRST negative review. I usually only review things I love.",negative,2022-01-18
The only thing good about this location was that the two ladies working it were very friendly. Long lines and slow service. The prices were so much higher than any other Starbucks. They crossed out the prices with black sharpie in the display case and increased them when putting in the register. An egg wrap and a latte was $20.,negative,2022-01-09
"This restaurant aint have any certificates for halal from JAKIM . and the boss ? aint give a shut about the workers . the food is in small portions, tasteless. especially the old lady who makes the water , talking to much then forget about the drinks she have to make .",negative,2022-02-06
"this hispanic girl was so rude. i tried to ask a simple question about my order and her response was ""i'm making a drink go to the cashier, she will answer you"" then rolled her eyes. Very disappointed with this starbucks",negative,2022-01-14
"Me and my family visited the West Grove Perkins Restaurant for breakfast on the morning of Sunday, January 9th, 2022. We were seated by the hostess and after 20 minutes of no contact whatsoever by anyone else, we decided to leave. This was not my first visit there, but it may be my last.  I mean no one offered water, coffee, tea or anything.  The staff were what I consider rude and very inattentive..not a good way to run a restaurant..",negative,2022-01-10
"Just order a large coffee through the mobile app waited 10 minutes and employee came outside and told me that they did not have the large was a medium fine I agreed to say yes waited another 10 minutes still no coffee.. I left
I purposely use the mobile app to skip the line that didn't work and you guys made me late for work",negative,2022-01-11
"Not a good place to go to if you want to be ripped off. we have attended this place a few times in december and january this year more than usual but over the period of 1.5 years isnt still a good place to go to. Now medowie macdonalds is open i would drive that little bit extra to go there and get a good meal and get what you ordered with a smile. We have had missing drinks, missing hash browns, missing icecreams, ive had to keep telling the young girl this and that is missing after the 3rd time she got pissy at me for it... always waiting bayed and they delete your order and they dont give you what they want because they want their monthly bonuses rather happy returning customers.",negative,2022-01-17
"Went in to place an order. No one working there was wearing a mask. Asked if the people making the food wore masks. The kid said ""yeah we have masks."" Walked out. They don't care about keeping their customers safe. Should not be in the service business. I've been there before and liked their food but clearly never going back again.

Check out all the other ""not recommended"" and reported reviews on the same issue that have been hidden for their rating.",negative,2022-01-16
Waited 15 + minutes for my drink.  I get it first come first serve.  Ordered an americano nothing complicated.  Asked for extra aka lots of room twice which the person behind the counter acknowledged both times.  Proceeded to hand my my drink filled to the brim.  I said hey you left me zero room. Which they then poured out 20% or so.  Great now it's just clearish brown 3.75 worth warm water.  They guy laughed at me.  I left.  Unfortunately they took my money already and I gave them a five so that person got a 25+ % tip for being a jerk.,negative,2022-01-09
"Just not good. But it used to be. For the prices honestly
I would love to have more than a slice of BLACK avocado and I would love fresh greens. It wasn't always like this but I'd has been the last 4 times. Just done with them.. should've probably gave up on them when I found a hair in my omelette a couple months ago.",negative,2022-01-16
Friendly environment with a warm staff and an amazing cup of coffee! I recommend the lattes!,positive,2022-01-18
I Went In To Get Some Beer And Was Told She Didnt Feel Like Getting Up To Unlock Door For Me To Get It She Said She Just Didnt Feel Like It Why Are You There For?,negative,2022-01-09
"Disappointing morning here at TBC...I mean, the sandwich says it all! Walked in and the woman in front of me was having an altercation with the young gal at the register because she couldn't accommodate her order (something about wanting to purchase plain cream cheese for her jalapeño bagels and there only being strawberry cream cheese as an option) anyways I'm up next and I had previously made a mobile order about 20 mins prior which included a 16oz iced coffee + vanilla / oat milk...well the order is ready minus the coffee. I patiently and kindly asked for the coffee in which the young gal replies with ""what size and flavor?"" I asked exactly for what I ordered...in which she then notified me they were out of oat milk - ok fine, 2% will do. On my way out the lady who was originally in-front of me is throwing a fit due to the EMPLOYEE sleeping in the corner ... that's what that smell was (yikes)! Not to mention, this is not ok!! Is there a staff waiting room they can take a nap in on there break perhaps? Both the young gal is now humiliated and the other young male worker is frantic - what a disaster. I get back home to open this (pic attached). Not to mention the bitter coffee to help soak this melted soggy mess down...not a great way to start my Sunday or what I would call ""appetizing""",negative,2022-01-09
"I had no idea that this location was part of Drexel University campus. The top two floors include a lounge area to wait or hang out at, and several rooms for quiet study that any Drexel student can utilize. 

As for the food, the portions are worth the price. My favorite spot to sit is on the lefthand side in the sun room next to the huge window. You can request to sit next to the window by letting the hostess know.",positive,2022-01-13
"not a single good thing about their donuts, extremely overpriced.",negative,2022-01-11
Location has finally Jeff saying that the dining room is open but they have the doors locked when I tried to go in they claimed that the dining room close but they had people inside eating so she refused to open the door even though the sign says the dining room is open the young lady who claimed to be a manager was very rude and nasty and told me to go somewhere else if I didn't want to go through the drive-through when I asked her what her name was she refused to give me mine her name the best way to describe her is she was a short Caucasian woman with right now teeth I have gone to this location on several occasions and nothing is ever corrected the communication is very poor because no one speaks English,negative,2022-01-09
"A wine bar in the middle of Santa Barbara that doesn't list a single white wine from California by the glass: not a good start. Food is super limited, overpriced, and cashier (there really is no wait staff) couldn't even describe the few basics, like, What's on the cheese plate? Our group of three left within half an hour because the noise level was too loud for any conversation, but we were told that it was ""music night,"" and DJ didn't care that we couldn't talk. What arrogance",negative,2022-01-12
Great spot in the midst of downtown. Service was fast and food was amazing. We would come back just for the Burrata & Fig alone. Highly Recommend!,positive,2022-01-13
"Ordered take out delivery of Pho Ga and orange Chicken and spring rolls.  Somehow the Pho was VERY oily.  Pho normally has no oil floating on top.  This had so much oil that we spooned it off. And no jalapeños for the soup :(.  The orange chicken was also SO greasy. Deep fried, yes, but absolutely dripping oil.  Even the rice was oily. Only the spring rolls were fresh and they were yummy. (I added peanut sauce for dipping and it was very thin and not peanutty. Just tasted like fish sauce.).  The $6 lemonade was all ice and sugar.  Sorry.  Wanted to like this place.  Looked authentic but I've never had oily pho.",negative,2022-01-11
"There was a significant wait and only 1 customer ahead of us, I'm not sure why. We both had the worst Cortado we have ever tasted! We order muffins, in the display was a small muffin that was made in a bakery, it looked delicious.  My mouth was watering like Pavlov's dog. We ordered two of these, what came out was a large muffin that looked like it was a Costco muffin that would have been ok because they have good muffins. Not what I thought we were buying a fresh baked muffin. What we received was a really cheap, sugarless, bland muffin that was made in mass factory quantities. They did warm it up however it must have been frozen because the middle was Icey. It also tasted stale. 

Oh hell no we're never going back $20 for two horrendous Cortados and cheap, stale, partially frozen muffins!

Stay away!!!",negative,2022-01-11
"No customer service skills at all on Tuesday, and the soda machines for my root beer was   unclean causing me to have an upset stomach all day. A bunch of workers work there but cant get simple tasks done the first time.",negative,2022-01-13
